Model: google/gemma-2-2b
Planes scanned: 240  (layers=19..23, heads=0..7, SV-pairs from top-4)
Alphas: [3.0, 10.0]  n_angles=12  prompts=3
Thresholds: lin>0.95  dphi<10.0  amp_slope>0.2
Random-plane null mode: full_ov
Random-plane null: 120 planes (3 seeds x 40 heads) -- 0 pass (0.0%)
Null amp_slope: mean=0.000 p95=0.001 max=0.002
PASSED planes: 3 / 240 (1.2%)

rank   L   H      SV   A_lo   A_hi  slope     R2   dphi  phi_hi
----------------------------------------------------------------------
   1  21   4 (0,2)   0.60   2.19  0.219  0.999    1.6    +0.4
   2  21   4 (0,3)   0.61   2.18  0.218  1.000    0.9    +3.5
   3  21   4 (0,1)   0.61   2.18  0.218  1.000    1.7    -3.6

All results (sorted by amp_slope desc):
  L   H      SV   A_lo   A_hi  slope     R2   dphi  pass
 23   4 (1,2)   0.02   0.03  0.003  0.888   30.0    no
 23   5 (0,1)   0.02   0.03  0.003  0.888    0.0    no
 23   5 (0,2)   0.02   0.03  0.003  0.819   15.0    no
 19   0 (1,2)   0.01   0.03  0.003  0.977   97.9    no
 20   2 (2,3)   0.01   0.03  0.003  0.999    7.9    no
 22   7 (1,2)   0.00   0.02  0.002  0.917   54.5    no
 19   7 (1,3)   0.00   0.02  0.002  0.956  105.0    no
 21   0 (1,2)   0.01   0.02  0.002  1.000   75.0    no
 22   7 (0,3)   0.00   0.02  0.002  0.917  125.5    no
 19   6 (1,3)   0.02   0.02  0.002  0.895    6.2    no
 23   3 (0,1)   0.00   0.02  0.002  0.917  174.5    no
 23   1 (1,3)   0.00   0.02  0.002  0.917  155.5    no
 23   4 (0,3)   0.01   0.02  0.002  0.947   30.0    no
 21   5 (0,3)   0.01   0.02  0.002  0.947   60.0    no
 23   4 (2,3)   0.01   0.02  0.002  1.000  165.0    no
 23   7 (1,2)   0.02   0.02  0.002  0.895    6.2    no
 20   0 (1,3)   0.01   0.02  0.002  0.960    2.4    no
 19   1 (0,2)   0.02   0.02  0.002  0.885    6.4    no
 19   0 (0,1)   0.02   0.02  0.002  0.885   41.2    no
 21   2 (0,1)   0.01   0.02  0.002  0.933    2.4    no
 21   1 (0,3)   0.02   0.02  0.002  0.841   32.4    no
 23   1 (2,3)   0.00   0.02  0.002  0.917  138.2    no
 19   3 (0,3)   0.03   0.02  0.002  0.655    2.8    no
 20   2 (1,2)   0.01   0.02  0.002  0.916   35.1    no
 22   6 (0,1)   0.01   0.02  0.002  0.941   99.9    no
 20   1 (1,3)   0.02   0.02  0.002  0.850    1.1    no
 22   1 (1,3)   0.01   0.02  0.002  0.998   69.9    no
 19   6 (0,2)   0.02   0.02  0.002  0.775   19.8    no
 19   1 (2,3)   0.01   0.02  0.002  0.916    5.1    no
 23   6 (1,2)   0.01   0.02  0.002  0.998   39.9    no
 20   1 (2,3)   0.02   0.02  0.002  0.801   50.1    no
 23   7 (1,3)   0.02   0.02  0.002  0.801   39.9    no
 23   2 (0,1)   0.01   0.02  0.002  0.941   39.9    no
 22   3 (2,3)   0.01   0.02  0.002  0.927   30.0    no
 20   4 (2,3)   0.00   0.02  0.002  0.917  110.5    no
 20   1 (1,2)   0.01   0.02  0.002  0.966   15.0    no
 20   2 (1,3)   0.01   0.02  0.002  0.996   30.0    no
 21   0 (2,3)   0.01   0.02  0.002  0.996   30.0    no
 19   3 (0,1)   0.04   0.02  0.002  0.447   45.0    no
 20   3 (2,3)   0.01   0.02  0.002  0.899  105.0    no
 21   6 (1,3)   0.02   0.02  0.002  0.686   15.0    no
 23   2 (0,3)   0.01   0.02  0.002  0.996   30.0    no
 19   6 (2,3)   0.02   0.02  0.002  0.748   39.9    no
 23   0 (0,3)   0.00   0.02  0.002  0.917  110.5    no
 23   5 (1,3)   0.00   0.02  0.002  0.917  170.5    no
 19   1 (1,3)   0.00   0.02  0.002  0.990  175.9    no
 22   3 (1,2)   0.01   0.02  0.002  0.989   21.2    no
 19   6 (1,2)   0.01   0.02  0.002  0.943  126.2    no
 23   5 (2,3)   0.00   0.02  0.002  0.917  119.3    no
 21   6 (2,3)   0.01   0.02  0.002  0.857   53.8    no
 19   7 (2,3)   0.01   0.02  0.002  0.989  158.8    no
 20   3 (0,3)   0.00   0.02  0.002  0.994    6.2    no
 23   2 (0,2)   0.01   0.02  0.002  0.989   38.8    no
 23   6 (2,3)   0.00   0.02  0.002  0.917  108.3    no
 19   5 (1,2)   0.01   0.02  0.002  0.955  170.4    no
 21   3 (0,2)   0.01   0.02  0.002  0.833  108.4    no
 22   6 (2,3)   0.01   0.01  0.001  0.971  150.0    no
 19   4 (0,1)   0.03   0.01  0.001  0.445  129.9    no
 22   7 (2,3)   0.01   0.01  0.001  0.966   45.0    no
 22   4 (2,3)   0.00   0.01  0.001  0.999   60.0    no
 22   5 (2,3)   0.00   0.01  0.001  0.917  174.5    no
 22   3 (0,3)   0.01   0.01  0.001  0.966   45.0    no
 23   6 (0,1)   0.01   0.01  0.001  0.966   75.0    no
 19   0 (0,2)   0.02   0.01  0.001  0.712   41.6    no
 19   4 (1,2)   0.01   0.01  0.001  0.966  105.0    no
 20   3 (0,1)   0.01   0.01  0.001  0.966   15.0    no
 20   3 (1,2)   0.01   0.01  0.001  0.966   15.0    no
 20   4 (0,3)   0.02   0.01  0.001  0.592    5.1    no
 21   0 (0,2)   0.00   0.01  0.001  0.999   90.0    no
 21   0 (1,3)   0.01   0.01  0.001  0.819   75.0    no
 22   0 (1,2)   0.01   0.01  0.001  0.966   15.0    no
 22   0 (1,3)   0.01   0.01  0.001  0.819   45.0    no
 22   1 (0,1)   0.01   0.01  0.001  0.966  165.0    no
 22   2 (2,3)   0.00   0.01  0.001  0.917  114.5    no
 22   5 (1,2)   0.01   0.01  0.001  0.966  135.0    no
 23   1 (1,2)   0.01   0.01  0.001  0.966  165.0    no
 23   3 (1,2)   0.01   0.01  0.001  0.966   45.0    no
 23   5 (1,2)   0.00   0.01  0.001  0.917   54.5    no
 23   6 (0,2)   0.00   0.01  0.001  0.917  155.5    no
 22   4 (1,3)   0.01   0.01  0.001  0.966  105.0    no
 21   3 (0,3)   0.02   0.01  0.001  0.631  158.8    no
 21   1 (2,3)   0.01   0.01  0.001  0.947   30.0    no
 22   1 (2,3)   0.02   0.01  0.001  0.543   39.9    no
 23   3 (1,3)   0.01   0.01  0.001  0.947    0.0    no
 23   0 (1,3)   0.00   0.01  0.001  0.917  115.6    no
 22   5 (1,3)   0.00   0.01  0.001  0.917  125.5    no
 19   4 (0,2)   0.03   0.01  0.001  0.308   38.8    no
 23   0 (1,2)   0.00   0.01  0.001  0.917   65.5    no
 22   1 (1,2)   0.00   0.01  0.001  0.917   24.5    no
 22   2 (1,2)   0.01   0.01  0.001  0.686   45.0    no
 23   0 (2,3)   0.01   0.01  0.001  0.899  105.0    no
 23   3 (0,2)   0.00   0.01  0.001  0.917   24.5    no
 22   6 (0,2)   0.02   0.01  0.001  0.359   30.0    no
 22   4 (1,2)   0.01   0.01  0.001  0.530   30.0    no
 22   3 (0,1)   0.01   0.01  0.001  0.775   60.0    no
 22   6 (1,2)   0.00   0.01  0.001  0.917   69.5    no
 21   3 (0,1)   0.01   0.01  0.001  0.775   60.0    no
 19   3 (1,3)   0.02   0.01  0.001  0.340   39.9    no
 22   2 (1,3)   0.00   0.01  0.001  0.917   99.5    no
 22   4 (0,1)   0.01   0.01  0.001  0.484   45.0    no
 23   2 (1,2)   0.00   0.01  0.001  0.966   75.0    no
 23   2 (1,3)   0.01   0.01  0.001  0.775    0.0    no
