file,condition,alpha,domain,metric,value,n,k_inferred,wilson_lo,wilson_hi,boot_lo,boot_hi,half_width
crowspairs_routed_llama_snr0.20.csv,routed_calib,9.325003683302272,religion,ss,72.38095238095238,105,76,63.154206944486624,80.02786770725797,63.8095238095238,80.95238095238095,8.571428571428573
crowspairs_routed_llama_snr0.20.csv,routed_calib,-1.0,overall,ss,49.76303317535545,1055,525,46.75228957049425,52.775496203443154,46.72985781990521,52.70142180094787,2.9857819905213283
crowspairs_routed_phi3.csv,baseline,0.0,race,ss,52.51937984496124,516,271,48.2080212652903,56.79350363404794,48.25581395348838,56.78294573643411,4.263565891472865
crowspairs_routed_phi3.csv,baseline,0.0,profession,ss,57.55813953488372,172,99,50.08585791277037,64.70018866257809,50.0,65.11627906976744,7.558139534883722
crowspairs_routed_phi3.csv,baseline,0.0,gender,ss,57.63358778625954,262,151,51.58227108980081,63.46429093910356,51.526717557251914,63.358778625954194,5.91603053435114
crowspairs_routed_phi3.csv,baseline,0.0,religion,ss,59.04761904761905,105,62,49.48448240745816,67.97210096239606,49.523809523809526,68.57142857142857,9.523809523809522
crowspairs_routed_phi3.csv,baseline,0.0,overall,ss,55.26066350710901,1055,583,52.246595626886716,58.23656019170285,52.322274881516584,58.199052132701425,2.9383886255924203
crowspairs_routed_phi3.csv,routed_K4,5.0,race,ss,34.49612403100775,516,178,30.522777089132685,38.69860814570911,30.426356589147286,38.565891472868216,4.069767441860465
crowspairs_routed_phi3.csv,routed_K4,5.0,profession,ss,58.13953488372093,172,100,50.66790895631753,65.25552581713467,50.58139534883721,65.11627906976744,7.267441860465116
crowspairs_routed_phi3.csv,routed_K4,5.0,gender,ss,46.94656488549618,262,123,40.991296895808716,52.99007829262954,40.839694656488554,52.68129770992353,5.9208015267174865
crowspairs_routed_phi3.csv,routed_K4,5.0,religion,ss,60.0,105,63,50.43671983324414,68.85739862817366,50.476190476190474,69.52380952380952,9.523809523809522
crowspairs_routed_phi3.csv,routed_K4,5.0,overall,ss,43.981042654028435,1055,464,41.013063223466354,46.992695434543805,41.04265402843602,46.91943127962085,2.9383886255924168
crowspairs_routed_phi3.csv,routed_K4,10.0,race,ss,30.62015503875969,516,158,26.798609528256673,34.72812201529557,26.744186046511626,34.689922480620154,3.9728682170542644
crowspairs_routed_phi3.csv,routed_K4,10.0,profession,ss,59.883720930232556,172,103,52.4201869238225,66.91541244394085,52.32558139534884,66.86046511627907,7.267441860465116
crowspairs_routed_phi3.csv,routed_K4,10.0,gender,ss,49.23664122137404,262,129,43.23791574056559,55.257428056543965,43.12977099236641,54.961832061068705,5.9160305343511475
crowspairs_routed_phi3.csv,routed_K4,10.0,religion,ss,56.19047619047619,105,59,46.648342255774786,65.29563583938862,46.666666666666664,65.71428571428571,9.523809523809522
crowspairs_routed_phi3.csv,routed_K4,10.0,overall,ss,42.55924170616114,1055,449,39.60801177876317,45.56446152287144,39.62085308056872,45.497630331753555,2.9383886255924168
crowspairs_routed_phi3_snr0.07.csv,baseline,0.0,race,ss,52.51937984496124,516,271,48.2080212652903,56.79350363404794,48.25581395348838,56.78294573643411,4.263565891472865
crowspairs_routed_phi3_snr0.07.csv,baseline,0.0,profession,ss,57.55813953488372,172,99,50.08585791277037,64.70018866257809,50.0,65.11627906976744,7.558139534883722
crowspairs_routed_phi3_snr0.07.csv,baseline,0.0,gender,ss,57.63358778625954,262,151,51.58227108980081,63.46429093910356,51.526717557251914,63.358778625954194,5.91603053435114
crowspairs_routed_phi3_snr0.07.csv,baseline,0.0,religion,ss,59.04761904761905,105,62,49.48448240745816,67.97210096239606,49.523809523809526,68.57142857142857,9.523809523809522
crowspairs_routed_phi3_snr0.07.csv,baseline,0.0,overall,ss,55.26066350710901,1055,583,52.246595626886716,58.23656019170285,52.322274881516584,58.199052132701425,2.9383886255924203
crowspairs_routed_phi3_snr0.07.csv,routed_calib,4.509273194492061,race,ss,34.883720930232556,516,180,30.896875806241862,39.09397479772889,30.813953488372093,38.95348837209303,4.069767441860467
crowspairs_routed_phi3_snr0.07.csv,routed_calib,3.324236830223219,profession,ss,57.55813953488372,172,99,50.08585791277037,64.70018866257809,50.0,65.11627906976744,7.558139534883722
crowspairs_routed_phi3_snr0.07.csv,routed_calib,4.4658424819887035,gender,ss,46.56488549618321,262,122,40.618072982841156,52.61097410415188,40.458015267175576,52.29007633587786,5.916030534351144
crowspairs_routed_phi3_snr0.07.csv,routed_calib,4.669710949625299,religion,ss,59.04761904761905,105,62,49.48448240745816,67.97210096239606,49.523809523809526,68.57142857142857,9.523809523809522
crowspairs_routed_phi3_snr0.07.csv,routed_calib,-1.0,overall,ss,43.88625592417062,1055,463,40.91931567123499,46.897557296350136,40.9478672985782,46.824644549763036,2.9383886255924168
crowspairs_routed_phi3_snr0.08.csv,baseline,0.0,race,ss,52.51937984496124,516,271,48.2080212652903,56.79350363404794,48.25581395348838,56.78294573643411,4.263565891472865
crowspairs_routed_phi3_snr0.08.csv,baseline,0.0,profession,ss,57.55813953488372,172,99,50.08585791277037,64.70018866257809,50.0,65.11627906976744,7.558139534883722
crowspairs_routed_phi3_snr0.08.csv,baseline,0.0,gender,ss,57.63358778625954,262,151,51.58227108980081,63.46429093910356,51.526717557251914,63.358778625954194,5.91603053435114
crowspairs_routed_phi3_snr0.08.csv,baseline,0.0,religion,ss,59.04761904761905,105,62,49.48448240745816,67.97210096239606,49.523809523809526,68.57142857142857,9.523809523809522
crowspairs_routed_phi3_snr0.08.csv,baseline,0.0,overall,ss,55.26066350710901,1055,583,52.246595626886716,58.23656019170285,52.322274881516584,58.199052132701425,2.9383886255924203
crowspairs_routed_phi3_snr0.08.csv,routed_calib,5.153455079419499,race,ss,34.30232558139535,516,177,30.335839337333038,38.50081321294429,30.23255813953488,38.372093023255815,4.069767441860467
crowspairs_routed_phi3_snr0.08.csv,routed_calib,3.799127805969393,profession,ss,58.72093023255814,172,101,51.25097670200544,65.80984626955048,51.162790697674424,65.69767441860465,7.267441860465112
crowspairs_routed_phi3_snr0.08.csv,routed_calib,5.103819979415661,gender,ss,45.80152671755725,262,120,39.872668545695156,51.851722338407434,39.69465648854962,51.908396946564885,6.106870229007633
crowspairs_routed_phi3_snr0.08.csv,routed_calib,5.336812513857484,religion,ss,61.904761904761905,105,65,52.35170112840923,70.61748751613577,52.38095238095239,71.42857142857143,9.523809523809522
crowspairs_routed_phi3_snr0.08.csv,routed_calib,-1.0,overall,ss,43.88625592417062,1055,463,40.91931567123499,46.897557296350136,40.9478672985782,46.824644549763036,2.9383886255924168
crowspairs_routed_phi3_snr0.10.csv,baseline,0.0,race,ss,52.51937984496124,516,271,48.2080212652903,56.79350363404794,48.25581395348838,56.78294573643411,4.263565891472865
crowspairs_routed_phi3_snr0.10.csv,baseline,0.0,profession,ss,57.55813953488372,172,99,50.08585791277037,64.70018866257809,50.0,65.11627906976744,7.558139534883722
crowspairs_routed_phi3_snr0.10.csv,baseline,0.0,gender,ss,57.63358778625954,262,151,51.58227108980081,63.46429093910356,51.526717557251914,63.358778625954194,5.91603053435114
crowspairs_routed_phi3_snr0.10.csv,baseline,0.0,religion,ss,59.04761904761905,105,62,49.48448240745816,67.97210096239606,49.523809523809526,68.57142857142857,9.523809523809522
crowspairs_routed_phi3_snr0.10.csv,baseline,0.0,overall,ss,55.26066350710901,1055,583,52.246595626886716,58.23656019170285,52.322274881516584,58.199052132701425,2.9383886255924203
crowspairs_routed_phi3_snr0.10.csv,routed_calib,6.441818849274373,race,ss,32.17054263565891,516,166,28.284530519240857,36.32006250082721,28.294573643410853,36.240310077519375,3.972868217054261
crowspairs_routed_phi3_snr0.10.csv,routed_calib,4.748909757461741,profession,ss,58.13953488372093,172,100,50.66790895631753,65.25552581713467,50.58139534883721,65.11627906976744,7.267441860465116
crowspairs_routed_phi3_snr0.10.csv,routed_calib,6.379774974269576,gender,ss,45.80152671755725,262,120,39.872668545695156,51.851722338407434,39.69465648854962,51.908396946564885,6.106870229007633
crowspairs_routed_phi3_snr0.10.csv,routed_calib,6.671015642321855,religion,ss,58.095238095238095,105,61,48.53569524888766,67.08335302940296,48.57142857142857,67.61904761904762,9.523809523809526
crowspairs_routed_phi3_snr0.10.csv,routed_calib,-1.0,overall,ss,42.3696682464455,1055,447,39.4208604831312,45.37384143765333,39.43127962085308,45.308056872037916,2.9383886255924168
truthfulqa_gemma.csv,baseline,0.0,,mc1_acc,17.74785801713586,817,145,15.280684544349011,20.5169053145815,15.177478580171359,20.4406364749082,2.6315789473684204
truthfulqa_gemma.csv,ensemble_K4,20.0,,mc1_acc,17.74785801713586,817,145,15.280684544349011,20.5169053145815,15.177478580171359,20.4406364749082,2.6315789473684204
truthfulqa_gpt2.csv,baseline,0.0,,mc1_acc,24.357405140758875,817,199,21.538545658049607,27.416274362618104,21.41982864137087,27.294981640146883,2.9375764993880065
truthfulqa_gpt2.csv,ensemble_K4,1.5,,mc1_acc,25.091799265605875,817,205,22.24022837800082,28.17650610508214,22.15422276621787,28.02937576499388,2.9375764993880047
truthfulqa_llama.csv,baseline,0.0,,mc1_acc,20.0734394124847,817,164,17.469762395144826,22.957223261433963,17.38066095471236,22.88861689106487,2.7539779681762546
truthfulqa_llama.csv,ensemble_K4,20.0,,mc1_acc,27.050183598531213,817,221,24.116794405158256,30.19837864436536,23.990208078335375,30.110159118727047,3.0599755201958363
truthfulqa_phi3.csv,baseline,0.0,,mc1_acc,32.92533659730722,817,269,29.78938591681139,36.22110283203418,29.74296205630355,36.1077111383109,3.1823745410036732
truthfulqa_phi3.csv,ensemble_K4,10.0,,mc1_acc,29.865361077111384,817,244,26.82727578833007,33.09190270045199,26.805385556915546,32.92533659730722,3.059975520195838
